PolParty,PolViews,Race,Gender,HighestDegree,Age,Children,MaritalStatus,LaborForceStatus
Democrat,Conservative,White,Male,SomeHS,84,0,Married,Retired
Independent,Moderate,White,Male,SomeHS,73,2,Married,Retired
Independent,Liberal,White,Female,Graduate,38,2,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,26,1,Married,FullTime
Democrat,Moderate,Black,Female,HighSchool,28,1,NeverMarried,FullTime
Independent,Liberal,Black,Female,SomeHS,18,0,NeverMarried,InSchool
Democrat,Moderate,Black,Female,HighSchool,43,3,Married,StayAtHome
Democrat,Conservative,Black,Male,SomeHS,49,4,Married,FullTime
Independent,Moderate,Black,Male,HighSchool,43,1,NeverMarried,PartTime
Independent,Moderate,Black,Male,HighSchool,32,3,Married,FullTime
Democrat,Conservative,Black,Female,HighSchool,57,3,Separated,FullTime
Democrat,Conservative,White,Male,HighSchool,67,0,Divorced,FullTime
Democrat,Liberal,Black,Male,HighSchool,22,0,NeverMarried,FullTime
Democrat,Moderate,Black,Female,JrCol,32,3,Divorced,FullTime
Democrat,Moderate,White,Female,JrCol,30,1,Married,FullTime
Independent,Liberal,White,Male,HighSchool,53,2,Married,FullTime
Independent,Conservative,White,Female,HighSchool,62,2,Married,StayAtHome
Independent,Moderate,Other,Female,JrCol,53,3,Married,FullTime
Independent,Conservative,White,Male,JrCol,25,4,Married,FullTime
Independent,Conservative,White,Male,HighSchool,60,1,Married,FullTime
Republican,Conservative,White,Male,JrCol,62,3,Married,FullTime
Republican,Conservative,White,Male,Bachelor,45,4,Married,FullTime
Republican,Conservative,White,Male,Bachelor,40,3,Married,FullTime
Independent,Moderate,White,Female,HighSchool,60,3,Widowed,PartTime
Republican,Moderate,White,Female,HighSchool,70,2,Married,Retired
Democrat,Conservative,White,Male,SomeHS,82,0,Married,Retired
Democrat,Conservative,White,Female,SomeHS,73,5,Divorced,StayAtHome
Independent,Moderate,Black,Female,SomeHS,59,4,Separated,StayAtHome
Democrat,Moderate,Black,Male,SomeHS,57,2,Widowed,FullTime
Independent,Moderate,White,Female,HighSchool,29,4,NeverMarried,StayAtHome
Democrat,Moderate,Black,Female,SomeHS,62,6,Widowed,StayAtHome
Democrat,Liberal,Black,Female,HighSchool,28,2,NeverMarried,FullTime
Independent,Liberal,Black,Female,SomeHS,26,5,NeverMarried,StayAtHome
Democrat,Conservative,Black,Female,HighSchool,29,3,NeverMarried,StayAtHome
Democrat,Conservative,Black,Female,SomeHS,40,2,NeverMarried,StayAtHome
Democrat,Moderate,Black,Male,SomeHS,55,2,Divorced,StayAtHome
Democrat,Liberal,Black,Male,Bachelor,47,3,Married,FullTime
Democrat,Moderate,Black,Female,HighSchool,45,2,Married,FullTime
Democrat,Liberal,Black,Female,JrCol,30,2,NeverMarried,FullTime
Independent,Liberal,White,Male,SomeHS,78,5,Widowed,Retired
Democrat,Liberal,White,Male,HighSchool,43,2,Married,FullTime
Independent,Liberal,White,Male,HighSchool,47,0,Married,FullTime
Democrat,Moderate,Black,Female,SomeHS,83,7,Married,StayAtHome
Independent,Liberal,Black,Male,HighSchool,26,3,NeverMarried,FullTime
Democrat,Liberal,Black,Female,HighSchool,38,1,Divorced,InSchool
Independent,Conservative,White,Male,SomeHS,69,1,Married,Retired
Democrat,Liberal,Black,Male,HighSchool,48,3,Married,FullTime
Democrat,Moderate,Black,Female,HighSchool,44,3,Divorced,StayAtHome
Democrat,Moderate,Black,Male,HighSchool,24,1,NeverMarried,FullTime
Independent,Moderate,Black,Female,HighSchool,26,0,NeverMarried,FullTime
Republican,Conservative,White,Male,JrCol,24,0,Married,FullTime
Independent,Moderate,White,Female,HighSchool,78,3,Married,StayAtHome
Democrat,Moderate,Black,Female,HighSchool,20,0,NeverMarried,StayAtHome
Democrat,Liberal,Black,Female,Graduate,43,2,Married,FullTime
Independent,Liberal,Black,Female,HighSchool,26,2,NeverMarried,StayAtHome
Democrat,Liberal,Black,Female,JrCol,27,1,NeverMarried,FullTime
Independent,Liberal,Black,Female,JrCol,25,1,NeverMarried,StayAtHome
Independent,Moderate,Black,Female,SomeHS,25,3,NeverMarried,StayAtHome
Democrat,Moderate,Black,Female,HighSchool,25,1,NeverMarried,PartTime
Democrat,Liberal,Black,Female,JrCol,53,2,Widowed,Retired
Republican,Liberal,Black,Female,SomeHS,41,2,NeverMarried,StayAtHome
Democrat,Liberal,Black,Male,HighSchool,41,4,Married,FullTime
Republican,Conservative,Black,Female,HighSchool,22,2,NeverMarried,StayAtHome
Independent,Conservative,Black,Male,HighSchool,42,2,Divorced,FullTime
Democrat,Liberal,White,Female,HighSchool,22,0,NeverMarried,FullTime
Democrat,Conservative,Black,Female,Bachelor,34,0,NeverMarried,FullTime
Democrat,Liberal,Black,Male,HighSchool,49,0,NeverMarried,Unempl
Republican,Conservative,White,Male,Bachelor,25,0,NeverMarried,FullTime
Independent,Moderate,Other,Male,Graduate,39,0,Married,FullTime
Independent,Moderate,Black,Female,JrCol,43,3,Divorced,FullTime
Democrat,Conservative,White,Male,HighSchool,65,3,Married,Retired
Independent,Liberal,Black,Male,SomeHS,63,5,Married,FullTime
Independent,Conservative,White,Male,HighSchool,52,2,Married,FullTime
Independent,Liberal,Black,Female,JrCol,27,3,NeverMarried,StayAtHome
Independent,Liberal,White,Female,JrCol,35,2,Divorced,StayAtHome
Republican,Conservative,Black,Female,HighSchool,36,3,Separated,PartTime
Independent,Liberal,White,Female,JrCol,42,2,Married,FullTime
Republican,Conservative,White,Male,SomeHS,19,0,NeverMarried,PartTime
Democrat,Conservative,White,Female,HighSchool,82,4,Widowed,StayAtHome
Democrat,Liberal,White,Male,HighSchool,45,1,Separated,FullTime
Independent,Conservative,Other,Male,SomeHS,32,2,Married,FullTime
Republican,Conservative,Other,Female,SomeHS,29,2,Married,StayAtHome
Independent,Moderate,Other,Male,SomeHS,47,0,NeverMarried,FullTime
Democrat,Moderate,White,Female,HighSchool,89,3,Widowed,Retired
Democrat,Conservative,Black,Female,HighSchool,37,3,Married,FullTime
Independent,Moderate,White,Female,HighSchool,39,3,Married,FullTime
Independent,Conservative,Other,Female,HighSchool,22,0,NeverMarried,FullTime
Democrat,Moderate,White,Female,HighSchool,72,2,Married,StayAtHome
Independent,Conservative,Other,Female,SomeHS,41,4,Separated,PartTime
Independent,Moderate,Black,Male,HighSchool,26,1,NeverMarried,FullTime
Independent,Liberal,Black,Female,HighSchool,47,2,Married,FullTime
Republican,Liberal,Other,Female,SomeHS,28,3,Married,StayAtHome
Independent,Conservative,White,Male,HighSchool,59,1,Married,FullTime
Republican,Conservative,White,Female,JrCol,43,2,Separated,FullTime
Independent,Moderate,White,Female,HighSchool,50,1,Married,StayAtHome
Independent,Conservative,White,Male,HighSchool,52,1,Married,FullTime
Independent,Moderate,White,Male,HighSchool,27,0,NeverMarried,FullTime
Democrat,Moderate,White,Male,SomeHS,69,3,Divorced,Retired
Republican,Moderate,White,Female,JrCol,47,2,Married,PartTime
Independent,Liberal,White,Female,HighSchool,50,3,Widowed,StayAtHome
Democrat,Liberal,White,Female,HighSchool,40,2,Married,FullTime
Democrat,Conservative,White,Female,SomeHS,82,8,Widowed,StayAtHome
Democrat,Conservative,White,Male,HighSchool,36,2,Married,FullTime
Independent,Moderate,White,Female,HighSchool,37,1,Married,UnemplLaidoff
Republican,Conservative,White,Female,HighSchool,41,1,Married,StayAtHome
Democrat,Moderate,White,Female,HighSchool,78,3,Widowed,Retired
Democrat,Liberal,White,Female,SomeHS,61,4,Divorced,FullTime
Republican,Conservative,White,Female,Bachelor,36,3,Married,FullTime
Independent,Moderate,White,Female,Bachelor,40,1,Divorced,FullTime
Democrat,Liberal,White,Female,SomeHS,64,1,Widowed,StayAtHome
Republican,Conservative,Black,Female,HighSchool,22,1,NeverMarried,PartTime
Democrat,Moderate,Black,Female,Graduate,49,3,Divorced,FullTime
Republican,Moderate,White,Female,HighSchool,79,3,Widowed,Retired
Democrat,Conservative,White,Female,SomeHS,77,4,Widowed,Retired
Democrat,Moderate,White,Female,SomeHS,77,6,Widowed,Retired
Independent,Conservative,White,Male,HighSchool,48,4,Married,Unempl
Democrat,Liberal,Black,Female,HighSchool,58,0,Divorced,UnemplLaidoff
Independent,Conservative,White,Male,HighSchool,63,2,Married,PartTime
Independent,Liberal,White,Female,HighSchool,32,2,Married,StayAtHome
Democrat,Liberal,Black,Female,HighSchool,54,2,Married,FullTime
Democrat,Liberal,Black,Female,HighSchool,74,2,Widowed,Retired
Independent,Moderate,White,Female,SomeHS,77,2,Widowed,Retired
Democrat,Conservative,Black,Male,SomeHS,76,3,Widowed,Retired
Democrat,Liberal,Black,Female,HighSchool,47,3,Married,FullTime
Democrat,Moderate,White,Female,SomeHS,79,1,Widowed,Retired
Democrat,Moderate,Black,Male,SomeHS,71,6,Married,Retired
Democrat,Moderate,Black,Female,HighSchool,31,4,Married,StayAtHome
Independent,Conservative,Black,Male,HighSchool,33,0,Separated,FullTime
Democrat,Moderate,Black,Female,HighSchool,45,3,Divorced,PartTime
Democrat,Liberal,Black,Female,SomeHS,51,2,NeverMarried,Retired
Democrat,Liberal,Black,Male,JrCol,38,0,Married,FullTime
Democrat,Moderate,Black,Male,HighSchool,56,1,Divorced,StayAtHome
Republican,Moderate,White,Male,HighSchool,29,1,NeverMarried,FullTime
Republican,Conservative,White,Male,HighSchool,54,2,Widowed,FullTime
Independent,Liberal,Other,Female,HighSchool,26,3,NeverMarried,FullTime
Democrat,Moderate,White,Male,HighSchool,42,0,Divorced,FullTime
Independent,Moderate,White,Male,SomeHS,52,0,Married,FullTime
Independent,Liberal,White,Female,HighSchool,22,0,NeverMarried,InSchool
Independent,Moderate,White,Male,HighSchool,37,4,Married,FullTime
Republican,Moderate,White,Female,JrCol,52,2,Married,StayAtHome
Independent,Conservative,White,Female,HighSchool,67,1,NeverMarried,Retired
Republican,Conservative,White,Female,JrCol,23,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Bachelor,67,0,NeverMarried,Retired
Democrat,Moderate,White,Female,HighSchool,29,2,Married,StayAtHome
Democrat,Liberal,White,Female,HighSchool,67,3,Widowed,Retired
Democrat,Liberal,White,Male,HighSchool,43,5,Married,FullTime
Republican,Moderate,White,Female,HighSchool,42,2,Divorced,FullTime
Democrat,Conservative,White,Female,SomeHS,65,1,Divorced,PartTime
Independent,Liberal,Other,Male,HighSchool,20,0,NeverMarried,FullTime
Republican,Liberal,Other,Male,SomeHS,24,1,Married,FullTime
Democrat,Conservative,White,Female,Graduate,50,0,NeverMarried,FullTime
Republican,Conservative,White,Female,JrCol,51,3,Married,FullTime
Republican,Conservative,White,Female,HighSchool,52,2,Married,FullTime
Democrat,Conservative,White,Female,HighSchool,73,2,Married,Retired
Democrat,Conservative,White,Female,Bachelor,54,2,Divorced,FullTime
Independent,Moderate,White,Female,JrCol,23,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,HighSchool,40,3,Divorced,FullTime
Democrat,Moderate,White,Female,Graduate,43,0,Married,Unempl
Republican,Conservative,White,Female,Bachelor,29,1,Divorced,FullTime
Democrat,Moderate,White,Male,HighSchool,37,2,Divorced,FullTime
Democrat,Liberal,Other,Male,Bachelor,32,0,Divorced,FullTime
Democrat,Liberal,White,Male,HighSchool,20,0,NeverMarried,FullTime
Independent,Conservative,Other,Female,SomeHS,84,8,Married,StayAtHome
Republican,Conservative,White,Female,HighSchool,31,2,Married,StayAtHome
Democrat,Moderate,White,Male,HighSchool,40,2,Divorced,FullTime
Democrat,Conservative,White,Male,HighSchool,50,1,Married,FullTime
Independent,Conservative,White,Female,JrCol,35,2,Married,PartTime
Republican,Conservative,White,Female,HighSchool,59,5,Widowed,FullTime
Republican,Moderate,White,Female,HighSchool,21,0,NeverMarried,PartTime
Independent,Moderate,White,Male,SomeHS,67,2,Divorced,FullTime
Independent,Moderate,White,Male,HighSchool,35,0,Married,FullTime
Democrat,Conservative,Black,Male,SomeHS,33,5,NeverMarried,StayAtHome
Republican,Conservative,White,Male,HighSchool,69,3,Married,FullTime
Independent,Conservative,White,Female,HighSchool,36,1,Married,StayAtHome
Independent,Conservative,White,Male,HighSchool,46,4,Divorced,FullTime
Republican,Liberal,White,Male,HighSchool,19,0,NeverMarried,FullTime
Independent,Moderate,White,Female,Bachelor,41,3,Divorced,FullTime
Independent,Moderate,White,Male,HighSchool,47,2,Divorced,FullTime
Republican,Liberal,White,Male,SomeHS,64,5,Married,Retired
Democrat,Conservative,White,Female,SomeHS,69,2,Married,Retired
Independent,Moderate,Black,Female,HighSchool,36,4,Married,FullTime
Independent,Moderate,White,Male,SomeHS,68,2,Married,FullTime
Independent,Conservative,White,Female,SomeHS,64,7,Divorced,Retired
Democrat,Moderate,White,Male,Bachelor,31,0,Divorced,FullTime
Independent,Liberal,White,Female,HighSchool,43,1,Married,FullTime
Republican,Moderate,White,Female,HighSchool,63,4,Married,StayAtHome
Independent,Moderate,White,Male,SomeHS,27,1,Married,InSchool
Independent,Conservative,White,Male,HighSchool,34,0,Divorced,FullTime
Independent,Moderate,White,Female,HighSchool,30,1,Divorced,Unempl
Democrat,Moderate,White,Female,HighSchool,54,3,Married,FullTime
Republican,Conservative,White,Male,HighSchool,21,0,NeverMarried,FullTime
Independent,Conservative,Other,Female,SomeHS,48,5,Married,StayAtHome
Independent,Moderate,White,Male,HighSchool,45,0,Divorced,FullTime
Republican,Moderate,White,Female,HighSchool,33,4,Married,FullTime
Republican,Conservative,White,Female,HighSchool,63,2,Married,StayAtHome
Democrat,Conservative,White,Male,HighSchool,63,2,Divorced,Retired
Independent,Conservative,White,Male,Bachelor,53,2,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,59,3,Married,FullTime
Democrat,Liberal,White,Male,SomeHS,84,3,Widowed,Retired
Democrat,Conservative,White,Male,SomeHS,75,5,Married,Retired
Independent,Moderate,White,Female,SomeHS,22,0,Married,FullTime
Independent,Conservative,White,Male,HighSchool,63,0,NeverMarried,Retired
Democrat,Conservative,White,Male,Graduate,54,2,Married,FullTime
Republican,Conservative,White,Male,HighSchool,32,1,Married,FullTime
Republican,Moderate,White,Female,Bachelor,59,0,Married,FullTime
Republican,Conservative,White,Female,HighSchool,59,0,Married,FullTime
Independent,Moderate,White,Male,HighSchool,48,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,38,1,Married,PartTime
Republican,Liberal,White,Female,SomeHS,63,5,Married,Unempl
Democrat,Moderate,White,Male,SomeHS,64,2,Married,Retired
Republican,Conservative,White,Female,HighSchool,38,0,Divorced,FullTime
Republican,Conservative,White,Female,HighSchool,53,3,Married,StayAtHome
Democrat,Moderate,White,Female,HighSchool,47,3,Married,PartTime
Democrat,Conservative,White,Female,SomeHS,22,1,Divorced,FullTime
Republican,Conservative,White,Female,HighSchool,37,2,Married,StayAtHome
Independent,Liberal,White,Male,JrCol,51,3,Divorced,FullTime
Independent,Conservative,White,Female,HighSchool,39,1,Separated,FullTime
Democrat,Moderate,White,Female,SomeHS,72,2,Married,Retired
Democrat,Liberal,White,Male,HighSchool,51,2,Divorced,FullTime
Democrat,Moderate,Black,Male,HighSchool,49,5,NeverMarried,FullTime
Republican,Liberal,White,Female,SomeHS,55,4,Married,FullTime
Democrat,Conservative,White,Male,SomeHS,73,1,Married,Retired
Independent,Moderate,White,Female,Bachelor,59,0,Married,FullTime
Democrat,Liberal,White,Female,HighSchool,66,3,Divorced,Retired
Independent,Conservative,White,Male,Bachelor,39,4,Married,FullTime
Independent,Conservative,White,Male,HighSchool,46,1,NeverMarried,FullTime
Republican,Conservative,White,Male,Bachelor,31,0,NeverMarried,FullTime
Independent,Moderate,Other,Female,SomeHS,43,1,Married,PartTime
Independent,Conservative,Other,Male,SomeHS,64,2,Divorced,Retired
Independent,Liberal,Other,Female,SomeHS,49,2,Widowed,PartTime
Independent,Moderate,Other,Female,SomeHS,51,2,Separated,UnemplLaidoff
Independent,Conservative,White,Female,JrCol,23,1,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,46,1,Divorced,FullTime
Democrat,Liberal,Other,Male,SomeHS,45,4,Divorced,FullTime
Independent,Moderate,Other,Female,SomeHS,44,2,Divorced,FullTime
Democrat,Liberal,Other,Male,HighSchool,62,3,Separated,FullTime
Democrat,Conservative,Black,Male,SomeHS,63,8,Divorced,FullTime
Independent,Conservative,White,Male,HighSchool,76,5,Married,PartTime
Republican,Conservative,White,Male,HighSchool,59,3,Married,Retired
Republican,Conservative,White,Male,HighSchool,67,1,Divorced,Retired
Republican,Moderate,Other,Female,Bachelor,39,2,Married,Unempl
Democrat,Conservative,Black,Female,SomeHS,56,3,Widowed,StayAtHome
Republican,Conservative,White,Male,Graduate,46,2,Married,FullTime
Democrat,Liberal,Black,Male,Graduate,39,1,Married,InSchool
Independent,Moderate,Other,Male,SomeHS,55,2,Married,FullTime
Independent,Liberal,Other,Male,HighSchool,18,0,NeverMarried,FullTime
Independent,Moderate,White,Male,Bachelor,46,2,Married,FullTime
Independent,Moderate,White,Male,SomeHS,46,5,Separated,FullTime
Democrat,Moderate,White,Female,HighSchool,68,3,Widowed,StayAtHome
Democrat,Moderate,White,Female,HighSchool,36,2,Widowed,PartTime
Democrat,Liberal,White,Female,HighSchool,68,3,Married,StayAtHome
Republican,Conservative,White,Male,HighSchool,36,1,Married,FullTime
Republican,Moderate,White,Female,HighSchool,31,2,Married,FullTime
Independent,Conservative,White,Male,HighSchool,23,0,NeverMarried,FullTime
Democrat,Moderate,Other,Male,SomeHS,69,5,Widowed,Retired
Independent,Moderate,White,Male,HighSchool,47,0,Married,FullTime
Republican,Conservative,White,Female,HighSchool,53,2,Married,StayAtHome
Independent,Moderate,White,Female,HighSchool,58,2,Married,PartTime
Democrat,Liberal,White,Male,HighSchool,48,3,Divorced,FullTime
Democrat,Liberal,Other,Male,SomeHS,60,6,Married,FullTime
Independent,Moderate,White,Female,JrCol,24,0,NeverMarried,FullTime
Democrat,Conservative,White,Female,HighSchool,71,6,Married,StayAtHome
Democrat,Liberal,White,Female,Bachelor,54,0,NeverMarried,FullTime
Democrat,Moderate,White,Female,HighSchool,48,1,Divorced,FullTime
Republican,Conservative,White,Male,HighSchool,59,0,NeverMarried,UnemplLaidoff
Democrat,Conservative,White,Female,Bachelor,55,1,Married,PartTime
Democrat,Moderate,White,Female,SomeHS,20,1,NeverMarried,StayAtHome
Democrat,Conservative,Black,Male,HighSchool,27,1,NeverMarried,UnemplLaidoff
Independent,Moderate,White,Female,HighSchool,37,0,Married,StayAtHome
Democrat,Moderate,White,Female,HighSchool,39,1,Married,FullTime
Independent,Conservative,White,Male,JrCol,41,1,Divorced,FullTime
Republican,Conservative,Other,Female,HighSchool,44,3,Separated,FullTime
Republican,Conservative,White,Male,Bachelor,67,6,Separated,Retired
Independent,Liberal,White,Male,Graduate,40,0,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,40,3,Married,FullTime
Republican,Liberal,White,Female,HighSchool,58,0,NeverMarried,StayAtHome
Republican,Liberal,White,Female,Bachelor,71,4,Divorced,Retired
Independent,Moderate,White,Female,HighSchool,59,0,Divorced,PartTime
Republican,Conservative,White,Male,Bachelor,47,6,Married,StayAtHome
Independent,Conservative,White,Male,Bachelor,41,3,Separated,Unempl
Independent,Conservative,White,Female,SomeHS,28,1,NeverMarried,StayAtHome
Democrat,Conservative,White,Male,HighSchool,50,3,Married,FullTime
Independent,Conservative,White,Male,SomeHS,73,3,Married,Retired
Democrat,Moderate,White,Female,HighSchool,46,2,Widowed,PartTime
Democrat,Conservative,White,Female,HighSchool,38,4,Divorced,InSchool
Republican,Conservative,White,Female,HighSchool,42,2,Married,FullTime
Democrat,Moderate,White,Female,JrCol,45,0,Married,FullTime
Independent,Moderate,White,Male,HighSchool,47,1,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,28,0,NeverMarried,FullTime
Independent,Moderate,White,Female,HighSchool,30,0,NeverMarried,InSchool
Independent,Moderate,White,Male,JrCol,54,1,Married,FullTime
Independent,Moderate,White,Male,SomeHS,76,1,Married,Retired
Independent,Moderate,White,Female,HighSchool,26,0,NeverMarried,FullTime
Democrat,Moderate,White,Male,SomeHS,80,0,Married,Retired
Independent,Moderate,Other,Male,HighSchool,47,1,NeverMarried,PartTime
Independent,Moderate,Other,Male,HighSchool,45,2,Married,FullTime
Republican,Conservative,White,Male,HighSchool,19,0,NeverMarried,InSchool
Democrat,Moderate,Other,Male,SomeHS,18,0,NeverMarried,PartTime
Democrat,Moderate,Other,Female,HighSchool,42,4,Divorced,FullTime
Independent,Moderate,White,Male,HighSchool,45,2,Divorced,FullTime
Independent,Conservative,White,Male,Bachelor,60,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Bachelor,28,0,NeverMarried,InSchool
Democrat,Liberal,Other,Female,Graduate,44,0,Married,FullTime
Independent,Liberal,Other,Female,SomeHS,57,2,Married,UnemplLaidoff
Independent,Liberal,White,Male,JrCol,33,2,Married,InSchool
Independent,Moderate,Other,Female,JrCol,30,4,Separated,PartTime
Democrat,Moderate,White,Female,Graduate,63,2,Widowed,FullTime
Democrat,Liberal,White,Female,HighSchool,21,0,NeverMarried,StayAtHome
Democrat,Moderate,White,Female,JrCol,22,0,NeverMarried,InSchool
Democrat,Liberal,Other,Male,HighSchool,27,0,Married,InSchool
Independent,Liberal,Other,Male,Graduate,32,1,Married,PartTime
Democrat,Liberal,Other,Male,HighSchool,53,2,Married,FullTime
Independent,Conservative,Other,Female,Graduate,39,0,Married,PartTime
Democrat,Liberal,Black,Female,JrCol,29,1,NeverMarried,PartTime
Republican,Moderate,White,Female,HighSchool,73,2,Married,StayAtHome
Republican,Conservative,White,Female,Graduate,68,2,Married,PartTime
Independent,Conservative,White,Male,HighSchool,60,3,Divorced,UnemplLaidoff
Democrat,Conservative,Other,Female,HighSchool,70,3,Divorced,PartTime
Independent,Conservative,Other,Male,SomeHS,30,2,NeverMarried,FullTime
Independent,Moderate,White,Female,Bachelor,40,5,Married,StayAtHome
Republican,Conservative,White,Male,HighSchool,58,0,Married,Retired
Democrat,Liberal,Black,Female,Bachelor,43,2,Married,FullTime
Republican,Conservative,White,Male,HighSchool,47,4,Married,FullTime
Republican,Liberal,Other,Female,HighSchool,54,0,Married,FullTime
Democrat,Moderate,Other,Male,HighSchool,21,0,NeverMarried,FullTime
Republican,Conservative,White,Male,Graduate,59,4,Married,PartTime
Republican,Conservative,White,Male,HighSchool,71,5,Married,Retired
Republican,Conservative,White,Male,JrCol,38,2,Married,FullTime
Independent,Moderate,Other,Female,HighSchool,52,3,Married,FullTime
Republican,Conservative,White,Female,SomeHS,61,3,Married,Retired
Democrat,Conservative,Other,Female,HighSchool,53,2,Divorced,FullTime
Republican,Moderate,White,Female,HighSchool,58,6,Married,FullTime
Independent,Moderate,Other,Male,HighSchool,27,0,NeverMarried,FullTime
Republican,Liberal,White,Male,HighSchool,42,3,Divorced,PartTime
Independent,Moderate,White,Female,HighSchool,29,2,Separated,PartTime
Republican,Conservative,White,Male,Bachelor,55,3,Married,FullTime
Independent,Moderate,White,Female,HighSchool,50,4,Married,StayAtHome
Republican,Moderate,White,Female,HighSchool,75,4,Widowed,Retired
Democrat,Moderate,White,Female,JrCol,54,8,Married,PartTime
Democrat,Moderate,White,Female,HighSchool,64,4,Divorced,FullTime
Republican,Moderate,White,Male,HighSchool,21,0,Married,FullTime
Republican,Moderate,White,Female,HighSchool,80,5,Widowed,Retired
Republican,Conservative,White,Female,Bachelor,33,0,Married,FullTime
Republican,Moderate,White,Male,HighSchool,35,0,Divorced,FullTime
Independent,Moderate,White,Female,HighSchool,28,1,Divorced,StayAtHome
Independent,Moderate,White,Female,SomeHS,65,4,Married,StayAtHome
Democrat,Moderate,White,Female,HighSchool,65,3,Divorced,PartTime
Democrat,Moderate,White,Male,SomeHS,54,4,Married,FullTime
Independent,Liberal,White,Female,HighSchool,31,3,NeverMarried,Unempl
Independent,Moderate,White,Female,JrCol,66,4,Widowed,PartTime
Republican,Conservative,White,Male,SomeHS,73,7,Married,Retired
Republican,Moderate,White,Female,HighSchool,43,0,Married,FullTime
Independent,Liberal,White,Male,HighSchool,52,4,Married,FullTime
Independent,Moderate,White,Female,SomeHS,72,4,Widowed,StayAtHome
Republican,Conservative,White,Male,HighSchool,31,4,Married,FullTime
Independent,Conservative,White,Female,HighSchool,70,4,Divorced,Retired
Independent,Moderate,White,Male,Graduate,79,3,Married,Retired
Republican,Conservative,White,Male,Bachelor,78,6,Married,Retired
Independent,Conservative,White,Female,SomeHS,25,0,Married,StayAtHome
Independent,Conservative,White,Male,HighSchool,45,3,Married,FullTime
Independent,Moderate,White,Female,HighSchool,59,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,72,5,Married,Retired
Independent,Moderate,White,Female,SomeHS,36,5,Married,FullTime
Republican,Conservative,White,Male,HighSchool,54,2,Married,FullTime
Republican,Conservative,White,Male,Bachelor,59,0,Married,FullTime
Republican,Conservative,White,Female,HighSchool,70,5,Married,Retired
Republican,Conservative,White,Female,Graduate,50,4,Married,FullTime
Republican,Moderate,White,Male,SomeHS,37,0,Married,FullTime
Independent,Liberal,White,Female,JrCol,36,2,Divorced,PartTime
Independent,Liberal,White,Female,Bachelor,47,0,NeverMarried,FullTime
Independent,Liberal,White,Female,Bachelor,50,0,Married,FullTime
Independent,Moderate,White,Female,HighSchool,22,1,NeverMarried,PartTime
Independent,Moderate,White,Male,HighSchool,53,3,Divorced,FullTime
Democrat,Liberal,White,Male,Graduate,38,0,Divorced,FullTime
Democrat,Liberal,White,Male,SomeHS,34,0,NeverMarried,FullTime
Independent,Liberal,Black,Male,HighSchool,68,6,Married,Retired
Democrat,Liberal,Other,Female,HighSchool,45,4,Married,FullTime
Independent,Conservative,White,Male,HighSchool,54,1,Married,PartTime
Independent,Conservative,White,Male,HighSchool,31,1,Divorced,FullTime
Republican,Moderate,White,Male,HighSchool,49,2,Divorced,FullTime
Republican,Conservative,White,Male,HighSchool,54,3,Married,Retired
Independent,Moderate,White,Female,SomeHS,78,5,Widowed,Retired
Republican,Conservative,White,Male,HighSchool,70,3,Married,Retired
Republican,Moderate,Other,Female,SomeHS,36,3,NeverMarried,StayAtHome
Independent,Moderate,White,Female,HighSchool,41,3,Married,FullTime
Democrat,Moderate,White,Female,HighSchool,20,0,NeverMarried,StayAtHome
Independent,Conservative,White,Female,JrCol,37,3,Divorced,InSchool
Independent,Liberal,White,Female,HighSchool,57,1,NeverMarried,PartTime
Independent,Conservative,White,Female,HighSchool,66,2,Married,StayAtHome
Republican,Moderate,White,Male,HighSchool,36,4,Married,FullTime
Democrat,Liberal,White,Female,HighSchool,40,4,Widowed,StayAtHome
Independent,Liberal,White,Female,HighSchool,35,2,Divorced,UnemplLaidoff
Independent,Liberal,White,Male,SomeHS,55,1,NeverMarried,StayAtHome
Independent,Conservative,White,Female,HighSchool,81,2,Widowed,Retired
Republican,Conservative,White,Female,HighSchool,55,1,Married,FullTime
Republican,Conservative,White,Female,HighSchool,46,4,Married,PartTime
Independent,Moderate,White,Male,SomeHS,56,2,Married,FullTime
Independent,Conservative,White,Female,HighSchool,53,1,Married,FullTime
Independent,Liberal,White,Female,HighSchool,60,2,Divorced,FullTime
Independent,Moderate,White,Female,Bachelor,73,1,Widowed,Retired
Democrat,Liberal,White,Female,HighSchool,48,2,Married,FullTime
Independent,Liberal,White,Female,HighSchool,22,1,NeverMarried,FullTime
Democrat,Moderate,White,Male,Bachelor,32,0,Married,FullTime
Independent,Liberal,Black,Female,HighSchool,21,0,NeverMarried,InSchool
Democrat,Moderate,White,Female,HighSchool,64,3,Widowed,Retired
Democrat,Conservative,White,Female,SomeHS,33,4,NeverMarried,StayAtHome
Independent,Liberal,White,Female,Bachelor,84,2,Widowed,Retired
